universalid,title,authorinfo,genre,notes
lt0920w001,carmina,<author>Lucilius iunior</author>. carmina .,,
lt0923w001,carmina,<author>Aemilius Macer</author>. carmina .,,
lt0923w002,fragmentum a Morel omissum,<author>Aemilius Macer</author>. fragmentum a Morel omissum .,,
lt0929w001,De Chorographia,<author>Pomponius Mela</author>. <work>De Chorographia</work> .,,
lt0938w001,carmina,<author>Iulius Montanus</author>. carmina .,,
lt0944w001,carmina,<author>Imperator Nero</author>. carmina .,,
lt0996w003,fragmenta,<author>M. Valerius Probus</author>. fragmenta .,,
lt1000w001,versus Pupio attributi,<author>Pupius (?)</author>. <volumename>Versus Pupio Attributi</volumename><editor>W. Morel</editor><year>1927</year></publicationinfo>.,,
lt1005w001,carmina,<author>Rabirius</author>. carmina .,,
lt1014w004,Fragmenta,<author>L. Annaeus Seneca senior</author>. fragmenta .,,
lt1023w001,carmen,"<author>Sulpicia, Caleni uxor</author>. carmen .",,
lt1023w002,De Statu Rei Publicae [sp.],"<author>Sulpicia, Caleni uxor</author>. <work>De Statu Rei Publicae</work> [sp.] .",,
lt1032w001,carmen,<author>Vagellius</author>. carmen .,,
lt1047w001,libri de rebus sacris,<author>Veranius</author>. libri de rebus sacris .,,
lt1209w001,carmina,<author>Annianus</author>. carmina .,,
lt1218w001,carmen,<author>Sentius Augurinus</author>. carmen .,,
lt1221w003,edicta,<author>C. Iulius Caesar Augustus Octavianus</author>. edicta .,,
lt1221w005,fragmenta incertae sedis,<author>C. Iulius Caesar Augustus Octavianus</author>. fragmentum incertae sedis .,,
lt1245w004,De Controversiis,<author>Sex. Iulius Frontinus</author>. <work>De Controversiis</work> .,,
lt1248w008,Principia Historiae,<author>M. Cornelius Fronto</author>. <work>Principia Historiae</work> .,,
lt1248w012,De Feriis Alsiensibus,<author>M. Cornelius Fronto</author>. <work>De Feriis Alsiensibus</work> .,,
lt1248w013,De Nepote Amisso,<author>M. Cornelius Fronto</author>. <work>De Nepote Amisso</work> .,,
lt1248w014,Arion,<author>M. Cornelius Fronto</author>. <work>Arion</work> .,,
lt1248w016,fragmenta,<author>M. Cornelius Fronto</author>. fragmenta .,,
lt1248w017,carmina,<author>M. Cornelius Fronto</author>. carmina .,,
lt1260w001,carmina,<author>Hadrianus</author>. carmina .,,
lt1291w001,Lupercalia,<author>Marianus</author>. <work>Lupercalia</work> .,,
lt1306w002,fr. in fragmentis Vaticanis,<author>L. Neratius Priscus</author>. fr. in fragmentis Vaticanis .,,
lt1321w002,"Liber Regularum, fragmentum","<author>Sex. Pomponius</author>. <work>Liber Regularum, fragmentum</work> .",,
lt1339w001,carmen,<author>Septimius Serenus</author>. carmen .,,
lt1357w002,Dacica,<author>Imperator M. Ulpius Traianus</author>. <work>Dacica</work> .,,
lt1506w001,fragmenta de iure fisci,<author>Anonymi Fragmenta de Iure Fisci</author>. fragmenta de iure fisci .,,
lt1672w001,carmina,<author>Iulius Valerius</author>. carmina .,,
lt2028w001,Ex Graecis Conversiones,<author>Chalcidius</author>. <work>Ex Graecis Conversiones</work> .,,
lt2097w001,carmen,<author>Sex. Paconianus</author>. carmen .,,
lt2150w001,Tractatus,<author>Zeno of Verona</author>. <work>Tractatus</work> .,,
lt2301w001,carmina,<author>Q. Aurelius Memmius Symmachus</author>. carmina .,,
lt2302w001,carmina,<author>L. Aurelius Avianius Symmachus</author>. carmina .,,
lt2434w001,carmina,<author>Hilarius Arelatensis</author>. carmina .,,
lt2456w001,carmina,<author>Parthenius Presbyter</author>. carmina .,,
lt2468w001,Laus Cerei,<author>Aurelius Augustinus</author>. <work>Laus Cerei</work> .,Orat.,
lt2806w002,Digesta Iustiniani,<author>Iustinianus</author>. <work>Digesta Iustiniani</work> 1–50 .,Jurisprud.,
lt3211w001,"Argumenta Aeneidis, Decasticha","  <work>Argumenta Aeneidis et Tetrasticha in cunctis libris Vergilii</work>. <work>Argumenta Aeneidis, Decasticha</work> .",Hypoth.,
lt3211w002,"Argumenta Aeneidis, Monosticha","  <work>Argumenta Aeneidis et Tetrasticha in cunctis libris Vergilii</work>. <work>Argumenta Aeneidis, Monosticha</work> .",Hypoth.,
lt3211w003,Tetrasticha in Vergilii Bucolica et Georgica,  <work>Argumenta Aeneidis et Tetrasticha in cunctis libris Vergilii</work>. <work>Tetrasticha in Vergilii Bucolica et Georgica</work> .,Hypoth.,
lt3211w004,Tetrasticha in Vergilii Aeneida,  <work>Argumenta Aeneidis et Tetrasticha in cunctis libris Vergilii</work>. <work>Tetrasticha in Vergilii Aeneida</work> .,Hypoth.,
lt9221w001,carmina,<author>Paulus Quaestor</author>. carmina .,,
